Country,year,AverageTemperature
Cape Verde,2000,24.71591666666667
Cape Verde,2001,25.28558333333334
Cape Verde,2002,25.104666666666663
Cape Verde,2003,24.825666666666674
Cape Verde,2004,24.892916666666665
Cape Verde,2005,25.133
Cape Verde,2006,25.068416666666668
Cape Verde,2007,24.79366666666667
Cape Verde,2008,24.96975
Cape Verde,2009,24.599083333333336
Cape Verde,2010,25.83241666666667
Cape Verde,2011,25.308833333333336
Cape Verde,2012,25.1035
Cayman Islands,1992,27.13208333333333
Cayman Islands,1993,27.26166666666667
Cayman Islands,1994,27.636916666666668
Cayman Islands,1995,27.584
Cayman Islands,1996,27.129166666666666
Cayman Islands,1997,27.75166666666667
Cayman Islands,1998,27.700999999999997
Cayman Islands,1999,27.168666666666667
Cayman Islands,2000,27.101833333333335
Cayman Islands,2001,27.30916666666667
Cayman Islands,2002,27.722750000000005
Cayman Islands,2003,27.651083333333336
Cayman Islands,2004,27.585916666666662
Cayman Islands,2005,27.551083333333338
Cayman Islands,2006,27.49475
Cayman Islands,2007,27.62391666666667
Cayman Islands,2008,27.377166666666668
Cayman Islands,2009,27.49275
Cayman Islands,2010,27.03441666666666
Cayman Islands,2011,27.44216666666667
Cayman Islands,2012,27.121250000000003
Central African Republic,1992,25.092083333333335
Central African Republic,1993,25.74875
Central African Republic,1994,25.682750000000002
Central African Republic,1995,25.631833333333333
Central African Republic,1996,25.717250000000007
Central African Republic,1997,26.042666666666666
Central African Republic,1998,26.204333333333338
Central African Republic,1999,25.46941666666667
Central African Republic,2000,25.613333333333333
Central African Republic,2001,25.710166666666666
Central African Republic,2002,25.819416666666672
Central African Republic,2003,26.01483333333334
Central African Republic,2004,26.14
Central African Republic,2005,26.332166666666666
Central African Republic,2006,26.205083333333334
Central African Republic,2007,26.06783333333333
Central African Republic,2008,25.968666666666667
Central African Republic,2009,26.51091666666667
Central African Republic,2010,26.329833333333337
Central African Republic,2011,25.63875
Central African Republic,2012,25.639499999999998
Chad,1992,26.919666666666668
Chad,1993,27.612416666666665
Chad,1994,27.261083333333335
Chad,1995,27.461833333333328
Chad,1996,27.7835
Chad,1997,27.797416666666667
Chad,1998,27.89583333333334
Chad,1999,27.779833333333332
Chad,2000,27.447833333333335
Chad,2001,27.635250000000003
Chad,2002,27.772833333333335
Chad,2003,27.878083333333336
Chad,2004,28.017416666666673
Chad,2005,28.211249999999996
Chad,2006,28.048000000000002
Chad,2007,27.860166666666668
Chad,2008,27.702499999999997
Chad,2009,28.324250000000003
Chad,2010,28.6965
Chad,2011,27.78483333333334
Chad,2012,27.701166666666666
Chile,1992,9.73775
Chile,1993,9.944583333333332
Chile,1994,10.054333333333334
Chile,1995,9.784916666666668
Chile,1996,9.758000000000003
Chile,1997,10.336999999999998
Chile,1998,10.292416666666668
Chile,1999,9.829583333333334
Chile,2000,9.564083333333333
Chile,2001,9.819666666666668
Chile,2002,9.742416666666665
Chile,2003,10.078416666666667
Chile,2004,10.205833333333334
Chile,2005,9.891833333333333
Chile,2006,10.174000000000001
Chile,2007,9.489916666666668
Chile,2008,10.1625
Chile,2009,9.994416666666666
Chile,2010,9.712833333333334
Chile,2011,10.032250000000001
Chile,2012,10.272583333333335
China,1992,6.858416666666667
China,1993,6.919416666666668
China,1994,7.4959999999999996
China,1995,7.2115833333333335
China,1996,6.962666666666667
China,1997,7.367333333333332
China,1998,8.051833333333333
China,1999,7.84025
China,2000,7.238083333333333
China,2001,7.596416666666667
China,2002,7.7956666666666665
China,2003,7.522000000000001
China,2004,7.71275
China,2005,7.4135
China,2006,7.948
China,2007,8.12675
China,2008,7.566083333333335
China,2009,7.8095
China,2010,7.548416666666665
China,2011,7.357083333333333
China,2012,7.077083333333332
Christmas Island,1992,26.301750000000002
Christmas Island,1993,26.369249999999997
Christmas Island,1994,26.23658333333333
Christmas Island,1995,26.471000000000004
Christmas Island,1996,26.599
Christmas Island,1997,26.303250000000002
Christmas Island,1998,26.897000000000002
Christmas Island,1999,26.338333333333328
Christmas Island,2000,26.375249999999998
Christmas Island,2001,26.348583333333334
Christmas Island,2002,26.733749999999997
Christmas Island,2003,26.693250000000003
Christmas Island,2004,26.58941666666667
Christmas Island,2005,26.67958333333333
Christmas Island,2006,26.52691666666667
Christmas Island,2007,26.555333333333333
Christmas Island,2008,26.280083333333334
Christmas Island,2009,26.544833333333333
Christmas Island,2010,26.839750000000006
Christmas Island,2011,26.364999999999995
Christmas Island,2012,26.670166666666663
Colombia,1992,25.533583333333336
Colombia,1993,25.206416666666666
Colombia,1994,25.16241666666667
Colombia,1995,25.492833333333333
Colombia,1996,25.14991666666667
Colombia,1997,25.580000000000002
Colombia,1998,25.879166666666663
Colombia,1999,24.87066666666667
Colombia,2000,25.03016666666667
Colombia,2001,25.411916666666666
Colombia,2002,25.57075
Colombia,2003,25.65533333333333
Colombia,2004,25.55391666666667
Colombia,2005,25.670833333333334
Colombia,2006,25.476583333333338
Colombia,2007,25.494
Colombia,2008,25.153916666666664
Colombia,2009,25.61833333333334
Colombia,2010,25.68766666666667
Colombia,2011,25.246916666666667
Colombia,2012,25.381333333333334
Comoros,1992,26.21783333333333
Comoros,1993,26.17816666666667
Comoros,1994,26.4525
Comoros,1995,26.385083333333338
Comoros,1996,25.953333333333333
Comoros,1997,26.30516666666667
Comoros,1998,26.64725
Comoros,1999,26.288083333333333
Comoros,2000,25.995499999999996
Comoros,2001,26.41425
Comoros,2002,26.657750000000004
Comoros,2003,26.6005
Comoros,2004,26.39191666666667
Comoros,2005,26.68216666666667
Comoros,2006,26.465833333333332
Comoros,2007,26.604583333333334
Comoros,2008,26.188250000000007
Comoros,2009,26.59325
Comoros,2010,26.78683333333333
Comoros,2011,26.454000000000004
Comoros,2012,26.383249999999993
Congo,1992,24.549833333333336
Congo,1993,24.679833333333335
Congo,1994,24.842916666666667
Congo,1995,25.09691666666667
Congo,1996,24.668000000000003
Congo,1997,25.0605
Congo,1998,25.540499999999998
Congo,1999,24.8125
Congo,2000,24.786
Congo,2001,24.732916666666668
Congo,2002,25.047666666666668
Congo,2003,25.056749999999997
Congo,2004,25.12816666666666
Congo,2005,25.26891666666667
Congo,2006,25.282666666666668
Congo,2007,25.22975
Congo,2008,25.29241666666667
Congo,2009,25.34925
Congo,2010,25.559416666666674
Congo,2011,24.77508333333334
Congo,2012,24.873500000000003
Congo (Democratic Republic Of The),1992,24.132583333333333
Congo (Democratic Republic Of The),1993,24.08616666666667
Congo (Democratic Republic Of The),1994,24.22525
Congo (Democratic Republic Of The),1995,24.469916666666666
Congo (Democratic Republic Of The),1996,24.19775
Congo (Democratic Republic Of The),1997,24.535666666666668
Congo (Democratic Republic Of The),1998,24.73733333333333
Congo (Democratic Republic Of The),1999,24.01275
Congo (Democratic Republic Of The),2000,24.20616666666666
Congo (Democratic Republic Of The),2001,24.256249999999998
Congo (Democratic Republic Of The),2002,24.562749999999998
Congo (Democratic Republic Of The),2003,24.567333333333334
Congo (Democratic Republic Of The),2004,24.547749999999997
Congo (Democratic Republic Of The),2005,24.982083333333335
Congo (Democratic Republic Of The),2006,24.526916666666665
Congo (Democratic Republic Of The),2007,24.38508333333333
Congo (Democratic Republic Of The),2008,24.341333333333335
Congo (Democratic Republic Of The),2009,24.541666666666668
Congo (Democratic Republic Of The),2010,24.758916666666664
Congo (Democratic Republic Of The),2011,24.16316666666667
Congo (Democratic Republic Of The),2012,24.206333333333333
Costa Rica,1992,26.361750000000004
Costa Rica,1993,26.319333333333333
Costa Rica,1994,26.425833333333333
Costa Rica,1995,26.292833333333334
Costa Rica,1996,25.962499999999995
Costa Rica,1997,26.806250000000002
Costa Rica,1998,26.97408333333333
Costa Rica,1999,25.86441666666666
Costa Rica,2000,26.072166666666664
Costa Rica,2001,26.114333333333335
Costa Rica,2002,26.306749999999997
Costa Rica,2003,26.577500000000004
Costa Rica,2004,26.528499999999998
Costa Rica,2005,26.40425
Costa Rica,2006,26.514916666666664
Costa Rica,2007,26.38291666666667
Costa Rica,2008,26.056083333333337
Costa Rica,2009,26.522916666666664
Costa Rica,2010,26.22675
Costa Rica,2011,26.11341666666667
Costa Rica,2012,26.282
Croatia,1992,12.54908333333333
Croatia,1993,11.93158333333333
Croatia,1994,13.110000000000001
Croatia,1995,11.881749999999998
Croatia,1996,11.125750000000002
Croatia,1997,11.827416666666666
Croatia,1998,12.100916666666668
Croatia,1999,12.316500000000003
Croatia,2000,13.226416666666665
Croatia,2001,12.411
Croatia,2002,12.898916666666665
Croatia,2003,12.567
Croatia,2004,11.919416666666665
Croatia,2005,11.376249999999999
Croatia,2006,12.241666666666669
Croatia,2007,13.0665
Croatia,2008,12.977083333333333
Croatia,2009,12.875083333333334
Croatia,2010,11.960833333333333
Croatia,2011,12.755166666666668
Croatia,2012,12.973500000000001
Cuba,1992,25.859583333333333
Cuba,1993,25.874416666666665
Cuba,1994,26.26466666666666
Cuba,1995,26.127499999999998
Cuba,1996,25.80133333333333
Cuba,1997,26.63825
Cuba,1998,26.407083333333333
Cuba,1999,25.7975
Cuba,2000,25.784999999999997
Cuba,2001,25.85641666666667
Cuba,2002,26.313000000000002
Cuba,2003,26.361583333333332
Cuba,2004,26.26891666666667
Cuba,2005,26.14408333333333
Cuba,2006,26.154500000000002
Cuba,2007,26.279750000000003
Cuba,2008,26.054750000000002
Cuba,2009,26.022333333333332
Cuba,2010,25.62733333333334
Cuba,2011,26.153000000000002
Cuba,2012,26.059
Curaçao,1992,27.908333333333335
Curaçao,1993,27.999583333333334
Curaçao,1994,27.920333333333335
Curaçao,1995,28.221833333333336
Curaçao,1996,27.953666666666663
Curaçao,1997,28.078166666666664
Curaçao,1998,28.402666666666672
Curaçao,1999,27.683166666666665
Curaçao,2000,27.564083333333333
Curaçao,2001,28.010416666666668
Curaçao,2002,28.24291666666667
Curaçao,2003,28.26608333333333
Curaçao,2004,27.890666666666664
Curaçao,2005,28.209583333333338
Curaçao,2006,28.26533333333333
Curaçao,2007,28.28466666666667
Curaçao,2008,27.918499999999998
Curaçao,2009,28.2525
Curaçao,2010,28.4735
Curaçao,2011,27.97975
Curaçao,2012,28.052999999999994
Cyprus,1992,18.04925
Cyprus,1993,18.948999999999995
Cyprus,1994,19.802000000000003
Cyprus,1995,19.078999999999997
Cyprus,1996,19.475583333333333
Cyprus,1997,18.87625
Cyprus,1998,19.96408333333333
Cyprus,1999,20.07375
Cyprus,2000,19.441999999999997
Cyprus,2001,20.011750000000003
Cyprus,2002,19.72916666666667
Cyprus,2003,19.735083333333336
Cyprus,2004,19.59575
Cyprus,2005,19.587083333333336
Cyprus,2006,19.540166666666668
Cyprus,2007,19.945333333333334
Cyprus,2008,20.144749999999995
Cyprus,2009,20.15733333333333
Cyprus,2010,20.952
Cyprus,2011,19.681916666666666
Cyprus,2012,20.012
Czech Republic,1992,9.103833333333332
Czech Republic,1993,8.142000000000001
Czech Republic,1994,9.452416666666668
Czech Republic,1995,8.411750000000001
Czech Republic,1996,6.850083333333334
Czech Republic,1997,8.139333333333335
Czech Republic,1998,8.696
Czech Republic,1999,8.897250000000001
Czech Republic,2000,9.659
Czech Republic,2001,8.378833333333334
Czech Republic,2002,9.203666666666667
Czech Republic,2003,8.871333333333334
Czech Republic,2004,8.445916666666667
Czech Republic,2005,8.327916666666667
Czech Republic,2006,8.865333333333334
Czech Republic,2007,9.601333333333331
Czech Republic,2008,9.41475
Czech Republic,2009,8.965666666666667
Czech Republic,2010,7.75225
Czech Republic,2011,9.172166666666664
Czech Republic,2012,8.927583333333333
Côte D'Ivoire,1992,26.177250000000004
Côte D'Ivoire,1993,26.32283333333333
Côte D'Ivoire,1994,26.24825
Côte D'Ivoire,1995,26.4645
Côte D'Ivoire,1996,26.423333333333336
Côte D'Ivoire,1997,26.46083333333333
Côte D'Ivoire,1998,27.04066666666667
Côte D'Ivoire,1999,26.414583333333336
Côte D'Ivoire,2000,26.40233333333333
Côte D'Ivoire,2001,26.673333333333336
Côte D'Ivoire,2002,26.769666666666666
Côte D'Ivoire,2003,26.939333333333334
Côte D'Ivoire,2004,26.828583333333338
Côte D'Ivoire,2005,26.91491666666667
Côte D'Ivoire,2006,26.791500000000003
Côte D'Ivoire,2007,26.94458333333334
Côte D'Ivoire,2008,26.758250000000004
Côte D'Ivoire,2009,26.93433333333333
Côte D'Ivoire,2010,27.14658333333333
Côte D'Ivoire,2011,26.837249999999997
Côte D'Ivoire,2012,26.55241666666667
Denmark,1992,-19.00041666666667
Denmark,1993,-18.716166666666666
Denmark,1994,-18.085416666666667
Denmark,1995,-17.69783333333333
Denmark,1996,-16.80566666666667
Denmark,1997,-17.455333333333336
Denmark,1998,-16.620916666666663
Denmark,1999,-17.699083333333334
Denmark,2000,-16.8245
Denmark,2001,-17.06775
Denmark,2002,-16.291083333333336
Denmark,2003,-15.747083333333336
Denmark,2004,-16.770583333333335
Denmark,2005,-15.643
Denmark,2006,-16.574333333333332
Denmark,2007,-16.533083333333334
Denmark,2008,-16.843333333333334
Denmark,2009,-16.78316666666667
Denmark,2010,-15.085749999999999
Denmark,2011,-16.641416666666668
Denmark,2012,-16.260916666666667
Denmark (Europe),1992,9.38425
Denmark (Europe),1993,8.059083333333334
Denmark (Europe),1994,8.967250000000002
Denmark (Europe),1995,8.623666666666667
Denmark (Europe),1996,7.234083333333334
Denmark (Europe),1997,8.894916666666667
Denmark (Europe),1998,8.563083333333335
Denmark (Europe),1999,9.283083333333332
Denmark (Europe),2000,9.582916666666668
Denmark (Europe),2001,8.62375
Denmark (Europe),2002,9.443249999999999
Denmark (Europe),2003,8.998666666666667
Denmark (Europe),2004,9.02175
Denmark (Europe),2005,9.054416666666667
Denmark (Europe),2006,9.683833333333334
Denmark (Europe),2007,9.7635
Denmark (Europe),2008,9.730083333333333
Denmark (Europe),2009,9.130416666666667
Denmark (Europe),2010,7.295333333333333
Denmark (Europe),2011,9.252833333333333
Denmark (Europe),2012,8.588249999999999
Djibouti,1992,28.999
Djibouti,1993,28.74083333333333
Djibouti,1994,29.06233333333333
Djibouti,1995,29.25975
Djibouti,1996,29.165250000000004
Djibouti,1997,29.269333333333336
Djibouti,1998,29.780500000000004
Djibouti,1999,29.371500000000008
Djibouti,2000,29.86
Djibouti,2001,29.47691666666667
Djibouti,2002,29.531583333333334
Djibouti,2003,29.757833333333334
Djibouti,2004,29.540916666666664
Djibouti,2005,29.80858333333333
Djibouti,2006,29.777416666666667
Djibouti,2007,29.78633333333333
Djibouti,2008,29.339250000000003
Djibouti,2009,29.896750000000008
Djibouti,2010,29.837
Djibouti,2011,29.844333333333342
Djibouti,2012,29.92358333333333
Dominica,1992,26.619
Dominica,1993,26.647916666666664
Dominica,1994,26.624499999999998
Dominica,1995,26.974333333333334
Dominica,1996,26.632500000000004
Dominica,1997,26.957166666666662
Dominica,1998,27.268
Dominica,1999,26.81325
Dominica,2000,26.5715
Dominica,2001,26.90216666666667
Dominica,2002,26.935666666666663
Dominica,2003,27.08
Dominica,2004,26.829666666666668
Dominica,2005,27.31925
Dominica,2006,27.148583333333335
Dominica,2007,27.09441666666667
Dominica,2008,26.664666666666665
Dominica,2009,26.9505
Dominica,2010,27.486833333333337
Dominica,2011,26.98783333333333
Dominica,2012,27.112333333333336
Dominican Republic,1992,25.941333333333333
Dominican Republic,1993,25.916500000000003
Dominican Republic,1994,26.280583333333336
Dominican Republic,1995,26.35775
Dominican Republic,1996,25.87075
Dominican Republic,1997,26.697249999999997
Dominican Republic,1998,26.676333333333332
Dominican Republic,1999,26.17283333333333
Dominican Republic,2000,25.880416666666665
Dominican Republic,2001,26.340666666666667
Dominican Republic,2002,26.581249999999997
Dominican Republic,2003,26.626333333333335
Dominican Republic,2004,26.358750000000004
Dominican Republic,2005,26.52116666666667
Dominican Republic,2006,26.58566666666667
Dominican Republic,2007,26.626
Dominican Republic,2008,26.199250000000003
Dominican Republic,2009,26.423083333333327
Dominican Republic,2010,26.455583333333333
Dominican Republic,2011,26.25075
Dominican Republic,2012,26.340083333333336
Ecuador,1992,22.611500000000003
Ecuador,1993,22.421583333333334
Ecuador,1994,22.217083333333335
Ecuador,1995,22.574166666666667
Ecuador,1996,22.0325
Ecuador,1997,23.082916666666666
Ecuador,1998,23.121
Ecuador,1999,21.90216666666667
Ecuador,2000,22.026
Ecuador,2001,22.236083333333337
Ecuador,2002,22.76366666666667
Ecuador,2003,22.668333333333337
Ecuador,2004,22.64791666666667
Ecuador,2005,22.5295
Ecuador,2006,22.603166666666667
Ecuador,2007,22.359750000000002
Ecuador,2008,22.22425
Ecuador,2009,22.67716666666667
Ecuador,2010,22.639916666666668
Ecuador,2011,22.33666666666667
Ecuador,2012,22.445916666666665
Egypt,1992,22.554916666666667
Egypt,1993,23.39225
Egypt,1994,23.235
Egypt,1995,23.16916666666667
Egypt,1996,23.426333333333332
Egypt,1997,22.939666666666668
Egypt,1998,23.682416666666665
Egypt,1999,23.779333333333337
Egypt,2000,22.881416666666667
Egypt,2001,23.616333333333333
Egypt,2002,23.716250000000002
Egypt,2003,23.496416666666665
Egypt,2004,23.511083333333335
Egypt,2005,23.52025
Egypt,2006,23.505666666666666
Egypt,2007,23.584333333333333
Egypt,2008,23.907916666666665
Egypt,2009,23.735000000000003
Egypt,2010,25.151916666666665
Egypt,2011,23.331416666666666
Egypt,2012,23.770916666666665
El Salvador,1992,25.78191666666667
El Salvador,1993,25.663083333333336
El Salvador,1994,25.913166666666665
El Salvador,1995,25.734083333333334
El Salvador,1996,25.354416666666665
El Salvador,1997,26.035750000000004
El Salvador,1998,26.131083333333333
El Salvador,1999,25.27958333333333
El Salvador,2000,25.40716666666667
El Salvador,2001,25.49291666666667
El Salvador,2002,25.71041666666667
El Salvador,2003,25.724083333333336
El Salvador,2004,25.74258333333334
El Salvador,2005,25.622833333333332
El Salvador,2006,25.758499999999998
El Salvador,2007,25.475166666666663
El Salvador,2008,25.248250000000002
El Salvador,2009,25.787583333333334
El Salvador,2010,25.45866666666667
El Salvador,2011,25.549666666666667
El Salvador,2012,25.560333333333332
Equatorial Guinea,1992,24.889166666666668
Equatorial Guinea,1993,25.189333333333337
Equatorial Guinea,1994,25.2865
Equatorial Guinea,1995,25.614583333333332
Equatorial Guinea,1996,25.238416666666666
Equatorial Guinea,1997,25.32525
Equatorial Guinea,1998,26.003500000000003
Equatorial Guinea,1999,25.322999999999997
Equatorial Guinea,2000,25.220583333333337
Equatorial Guinea,2001,25.207250000000002
Equatorial Guinea,2002,25.526500000000002
Equatorial Guinea,2003,25.627416666666665
Equatorial Guinea,2004,25.59416666666667
Equatorial Guinea,2005,25.62391666666667
Equatorial Guinea,2006,25.785416666666666
Equatorial Guinea,2007,25.773666666666667
Equatorial Guinea,2008,25.76875
Equatorial Guinea,2009,25.832833333333337
Equatorial Guinea,2010,25.9025
Equatorial Guinea,2011,25.545666666666662
Equatorial Guinea,2012,25.536833333333334
Eritrea,1992,26.428916666666662
Eritrea,1993,26.930249999999997
Eritrea,1994,26.890583333333336
Eritrea,1995,27.13666666666667
Eritrea,1996,27.183916666666672
Eritrea,1997,27.146
Eritrea,1998,27.577833333333334
Eritrea,1999,27.514083333333332
Eritrea,2000,27.51725
Eritrea,2001,27.41058333333334
Eritrea,2002,27.639416666666666
Eritrea,2003,27.729750000000006
Eritrea,2004,27.5775
Eritrea,2005,27.69
Eritrea,2006,27.492
Eritrea,2007,27.485416666666666
Eritrea,2008,27.59433333333334
Eritrea,2009,28.092583333333334
Eritrea,2010,28.05416666666667
Eritrea,2011,27.58575
Eritrea,2012,27.880083333333335
Estonia,1992,6.401833333333333
Estonia,1993,5.146250000000001
Estonia,1994,5.252250000000002
Estonia,1995,6.165833333333333
Estonia,1996,4.5785
Estonia,1997,5.778333333333333
Estonia,1998,5.361416666666666
Estonia,1999,6.456833333333332
Estonia,2000,7.008750000000002
Estonia,2001,5.973
Estonia,2002,6.211583333333333
Estonia,2003,5.662166666666665
Estonia,2004,5.940833333333334
Estonia,2005,6.0014166666666675
Estonia,2006,6.531833333333334
Estonia,2007,6.830833333333332
Estonia,2008,7.267833333333333
Estonia,2009,6.061833333333333
Estonia,2010,5.042999999999999
Estonia,2011,6.865333333333333
Estonia,2012,5.486
Ethiopia,1992,23.239500000000003
Ethiopia,1993,22.98875
Ethiopia,1994,23.20866666666667
Ethiopia,1995,23.396500000000003
Ethiopia,1996,23.358583333333332
Ethiopia,1997,23.423833333333334
Ethiopia,1998,23.689416666666663
Ethiopia,1999,23.446833333333334
Ethiopia,2000,23.762583333333335
Ethiopia,2001,23.6615
Ethiopia,2002,23.82325
Ethiopia,2003,23.857166666666668
Ethiopia,2004,23.778666666666666
Ethiopia,2005,23.89691666666667
Ethiopia,2006,23.77808333333333
Ethiopia,2007,23.724000000000004
Ethiopia,2008,23.60258333333333
Ethiopia,2009,24.273583333333335
Ethiopia,2010,23.9275
Ethiopia,2011,24.074166666666667
Ethiopia,2012,23.976166666666668
Europe,1992,8.7875
Europe,1993,8.109916666666667
Europe,1994,8.987416666666666
Europe,1995,8.686416666666668
Europe,1996,7.802083333333333
Europe,1997,8.630583333333332
Europe,1998,8.546166666666666
Europe,1999,9.087833333333334
Europe,2000,9.440083333333334
Europe,2001,8.787083333333332
Europe,2002,9.219999999999999
Europe,2003,8.982333333333333
Europe,2004,8.83075
Europe,2005,8.801333333333334
Europe,2006,9.157416666666668
Europe,2007,9.470666666666668
Europe,2008,9.304666666666666
Europe,2009,9.150333333333334
Europe,2010,8.279833333333332
Europe,2011,9.384416666666667
Europe,2012,8.912916666666666
Falkland Islands (Islas Malvinas),1992,6.3595
Falkland Islands (Islas Malvinas),1993,7.103750000000001
Falkland Islands (Islas Malvinas),1994,6.3855
Falkland Islands (Islas Malvinas),1995,6.0985000000000005
Falkland Islands (Islas Malvinas),1996,6.8451666666666675
Falkland Islands (Islas Malvinas),1997,6.3045833333333325
Falkland Islands (Islas Malvinas),1998,7.651666666666666
Falkland Islands (Islas Malvinas),1999,6.989666666666667
Falkland Islands (Islas Malvinas),2000,6.401166666666668
Falkland Islands (Islas Malvinas),2001,6.6475
Falkland Islands (Islas Malvinas),2002,6.044250000000001
Falkland Islands (Islas Malvinas),2003,6.533666666666666
Falkland Islands (Islas Malvinas),2004,7.391416666666667
Falkland Islands (Islas Malvinas),2005,6.601916666666667
Falkland Islands (Islas Malvinas),2006,7.062083333333334
Falkland Islands (Islas Malvinas),2007,6.337916666666666
Falkland Islands (Islas Malvinas),2008,6.9190000000000005
Falkland Islands (Islas Malvinas),2009,6.559916666666666
Falkland Islands (Islas Malvinas),2010,6.868083333333334
Falkland Islands (Islas Malvinas),2011,7.131166666666666
Falkland Islands (Islas Malvinas),2012,6.706916666666667
Faroe Islands,1992,7.304333333333333
Faroe Islands,1993,6.709833333333333
Faroe Islands,1994,6.8505
Faroe Islands,1995,6.52525
Faroe Islands,1996,6.989666666666666
Faroe Islands,1997,7.591416666666667
Faroe Islands,1998,7.047416666666667
Faroe Islands,1999,7.102333333333334
Faroe Islands,2000,7.19175
Faroe Islands,2001,7.1250833333333325
Faroe Islands,2002,7.88975
Faroe Islands,2003,8.218749999999998
Faroe Islands,2004,7.850333333333334
Faroe Islands,2005,7.319166666666668
Faroe Islands,2006,7.8785
Faroe Islands,2007,7.550750000000001
Faroe Islands,2008,7.507166666666667
Faroe Islands,2009,7.995916666666666
Faroe Islands,2010,6.826750000000001
Faroe Islands,2011,7.668583333333334
Faroe Islands,2012,6.981416666666667
Federated States Of Micronesia,1992,27.216333333333335
Federated States Of Micronesia,1993,26.998166666666666
Federated States Of Micronesia,1994,27.298416666666668
Federated States Of Micronesia,1995,27.436416666666663
Federated States Of Micronesia,1996,27.28108333333333
Federated States Of Micronesia,1997,27.14075
Federated States Of Micronesia,1998,27.475583333333333
Federated States Of Micronesia,1999,27.068250000000003
Federated States Of Micronesia,2000,27.442833333333336
Federated States Of Micronesia,2001,27.508750000000003
Federated States Of Micronesia,2002,27.59266666666667
Federated States Of Micronesia,2003,27.63983333333333
Federated States Of Micronesia,2004,27.723666666666663
Federated States Of Micronesia,2005,27.59875
Federated States Of Micronesia,2006,27.389083333333335
Federated States Of Micronesia,2007,27.462916666666672
Federated States Of Micronesia,2008,27.32133333333333
Federated States Of Micronesia,2009,27.589
Federated States Of Micronesia,2010,27.732166666666668
Federated States Of Micronesia,2011,27.515000000000004
Federated States Of Micronesia,2012,27.685666666666666
Fiji,1992,25.296333333333333
Fiji,1993,25.007166666666667
Fiji,1994,25.148749999999996
Fiji,1995,25.715999999999998
Fiji,1996,25.86108333333333
Fiji,1997,25.323416666666663
Fiji,1998,25.865333333333336
Fiji,1999,25.686666666666667
Fiji,2000,25.837166666666672
Fiji,2001,25.751416666666668
Fiji,2002,25.713333333333335
Fiji,2003,25.44666666666667
Fiji,2004,25.507749999999998
Fiji,2005,25.643416666666667
Fiji,2006,25.631500000000003
Fiji,2007,26.055333333333333
Fiji,2008,25.730166666666673
Fiji,2009,25.22741666666667
Fiji,2010,25.918499999999998
Fiji,2011,25.722833333333337
Fiji,2012,25.478250000000003
Finland,1992,2.6495833333333336
Finland,1993,1.7829166666666667
Finland,1994,1.7739166666666673
Finland,1995,2.3540833333333335
Finland,1996,1.6930833333333337
Finland,1997,2.2275833333333335
Finland,1998,1.2267500000000002
Finland,1999,2.3225000000000007
Finland,2000,3.590666666666668
Finland,2001,2.09525
Finland,2002,2.230166666666667
Finland,2003,2.499833333333333
Finland,2004,2.6147499999999995
Finland,2005,3.23025
Finland,2006,2.8921666666666668
Finland,2007,3.092333333333334
Finland,2008,3.2009166666666666
Finland,2009,2.43925
Finland,2010,1.1437500000000005
Finland,2011,3.541166666666667
Finland,2012,1.9072499999999994
France,1992,13.462916666666667
France,1993,13.15016666666667
France,1994,14.15616666666667
France,1995,13.899749999999997
France,1996,13.013916666666667
France,1997,14.095999999999998
France,1998,13.720666666666666
France,1999,13.904916666666667
France,2000,13.967333333333334
France,2001,13.6965
France,2002,14.048166666666667
France,2003,14.337916666666667
France,2004,13.66408333333333
France,2005,13.694250000000002
France,2006,14.143833333333333
France,2007,13.896583333333332
France,2008,13.581499999999998
France,2009,13.941666666666668
France,2010,13.115416666666667
France,2011,14.479583333333336
France,2012,13.707166666666666
France (Europe),1992,11.111916666666666
France (Europe),1993,10.752666666666665
France (Europe),1994,11.98975
France (Europe),1995,11.578333333333333
France (Europe),1996,10.526166666666667
France (Europe),1997,11.816500000000003
France (Europe),1998,11.261750000000001
France (Europe),1999,11.619166666666667
France (Europe),2000,11.73808333333333
France (Europe),2001,11.361583333333334
France (Europe),2002,11.767499999999998
France (Europe),2003,12.07691666666667
France (Europe),2004,11.266333333333336
France (Europe),2005,11.229083333333334
France (Europe),2006,11.871250000000002
France (Europe),2007,11.571833333333332
France (Europe),2008,11.20075
France (Europe),2009,11.6075
France (Europe),2010,10.531583333333334
France (Europe),2011,12.27275
France (Europe),2012,11.33175
French Guiana,1992,26.28766666666667
French Guiana,1993,26.173250000000007
French Guiana,1994,26.110083333333332
French Guiana,1995,26.506583333333335
French Guiana,1996,26.416083333333333
French Guiana,1997,26.60983333333333
French Guiana,1998,26.980500000000006
French Guiana,1999,26.32975
French Guiana,2000,26.112666666666666
French Guiana,2001,26.358749999999997
French Guiana,2002,26.491749999999996
French Guiana,2003,26.779333333333337
French Guiana,2004,26.734750000000002
French Guiana,2005,27.198916666666673
French Guiana,2006,26.617833333333333
French Guiana,2007,26.519500000000004
French Guiana,2008,26.462333333333333
French Guiana,2009,26.731250000000003
French Guiana,2010,27.01866666666667
French Guiana,2011,26.591333333333335
French Guiana,2012,26.656333333333336
French Polynesia,1992,26.566750000000003
French Polynesia,1993,26.566416666666672
French Polynesia,1994,26.657166666666672
French Polynesia,1995,26.72191666666666
French Polynesia,1996,26.47458333333334
